Title,Stock Number,Price,Dia. (mm),CWL (nm),FWHM (nm),Transmission (%),Blocking Wavelength Range (nm),Compatible Fluorophore,Bandwidth (nm),Optical Density OD,CA (mm),Surface Quality,AOI (°),AOI Tolerance (°),Coating,Manufacturer,Mount Thickness (mm),OD 5 Blocking Wavelength Range (nm) ,OD 6 Blocking Wavelength Range (nm),Substrate,Thickness Tolerance (mm),"Transmitted Wavefront, RMS",Type
"340nm CWL, 12.5mm Dia, 26nm Bandwidth, OD 6 Fluorescence Filter",84-076,$195,12.50 +0.00/-0.10,340 ,29.00 ,75.00 ,250 - 1100 ,FURA2 Excitation ,26.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,362 - 580 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"340nm CWL, 25mm Dia, 26nm Bandwidth, OD 6 Fluorescence Filter",84-092,$260,25.00 +0.00/-0.10,340 ,29.00 ,75.00 ,250 - 1100 ,FURA2 Excitation ,26.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,362 - 580 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"340nm CWL, 50mm Dia, 26nm Bandwidth, OD 6 Fluorescence Filter",84-108,$675,50.00 +0.00/-0.10,340 ,29.00 ,75.00 ,250 - 1100 ,FURA2 Excitation ,26.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,362 - 580 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"357nm CWL, 12.5mm Dia, 44nm Bandwidth, OD 6 Fluorescence Filter",86-973,$195,12.50 +0.00/-0.10,357 ,48.00 ,75.00 ,250 - 1100 ,Tryptophan Emission ,44.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 320 & 383 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"357nm CWL, 25mm Dia, 44nm Bandwidth, OD 6 Fluorescence Filter",86-981,$260,25.00 +0.00/-0.10,357 ,48.00 ,75.00 ,250 - 1100 ,Tryptophan Emission ,44.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 320 & 383 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"357nm CWL, 50mm Dia, 44nm Bandwidth, OD 6 Fluorescence Filter",86-989,$675,50.00 +0.00/-0.10,357 ,48.00 ,75.00 ,250 - 1100 ,Tryptophan Emission ,44.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 320 & 383 - 500 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"370nm CWL, 12.5mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",86-974,$195,12.50 +0.00/-0.10,370 ,40.00 ,85.00 ,250 - 1100 ,Sirius Excitation ,36.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 340 & 394 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"370nm CWL, 25mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",86-982,$260,25.00 +0.00/-0.10,370 ,40.00 ,85.00 ,250 - 1100 ,Sirius Excitation ,36.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 340 & 394 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"370nm CWL, 50mm Dia, 36nm Bandwidth, OD 6 Fluorescence Filter",86-990,$675,50.00 +0.00/-0.10,370 ,40.00 ,85.00 ,250 - 1100 ,Sirius Excitation ,36.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 340 & 394 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"377nm CWL, 12.5mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",84-077,$195,12.50 +0.00/-0.10,377 ,54.00 ,85.00 ,250 - 1100 ,DAPI Excitation ,50.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,409 - 701 ,,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"377nm CWL, 25mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",84-093,$260,25.00 +0.00/-0.10,377 ,54.00 ,85.00 ,250 - 1100 ,DAPI Excitation ,50.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,409 - 701 ,,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"377nm CWL, 50mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",84-109,$675,50.00 +0.00/-0.10,377 ,54.00 ,85.00 ,250 - 1100 ,DAPI Excitation ,50.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,409 - 701 ,,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"386nm CWL, 12.5mm Dia, 23nm Bandwidth, OD 6 Fluorescence Filter",33-320,$195,12.50 +0.00/-0.10,386 ,27.00 ,90.00 ,250 - 1100 ,DAPI Excitation ,23.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,300 - 360 & 510 - 700 ,410 - 510 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"386nm CWL, 25mm Dia, 23nm Bandwidth, OD 6 Fluorescence Filter",33-321,$260,25.00 +0.00/-0.10,386 ,27.00 ,90.00 ,250 - 1100 ,DAPI Excitation ,23.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,300 - 360 & 510 - 700 ,410 - 510 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"386nm CWL, 50mm Dia, 23nm Bandwidth, OD 6 Fluorescence Filter",33-322,$675,50.00 +0.00/-0.10,386 ,27.00 ,90.00 ,250 - 1100 ,DAPI Excitation ,23.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,300 - 360 & 510 - 700 ,410 - 510 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"387nm CWL, 12.5mm Dia, 11nm Bandwidth, OD 6 Fluorescence Filter",84-078,$195,12.50 +0.00/-0.10,387 ,15.00 ,90.00 ,250 - 1100 ,DAPI Excitation / BFP & GFP Excitation ,11.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,405 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"387nm CWL, 25mm Dia, 11nm Bandwidth, OD 6 Fluorescence Filter",84-094,$260,25.00 +0.00/-0.10,387 ,15.00 ,90.00 ,250 - 1100 ,DAPI Excitation / BFP & GFP Excitation ,11.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,405 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"387nm CWL, 50mm Dia, 11nm Bandwidth, OD 6 Fluorescence Filter",84-110,$675,50.00 +0.00/-0.10,387 ,15.00 ,90.00 ,250 - 1100 ,DAPI Excitation / BFP & GFP Excitation ,11.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,405 - 700 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"390nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-337,$195,12.50 +0.00/-0.10,390 ,45.00 ,>90 ,250 - 1100 ,405nm Laser Excitation ,40.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,426.5 - 474.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"390nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-348,$260,25.00 +0.00/-0.10,390 ,45.00 ,>90 ,250 - 1100 ,405nm Laser Excitation ,40.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,426.5 - 474.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"390nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-359,$675,50.00 +0.00/-0.10,390 ,45.00 ,>90 ,250 - 1100 ,405nm Laser Excitation ,40.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,426.5 - 474.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"435nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-338,$195,12.50 +0.00/-0.10,435 ,48.00 ,>93 ,250 - 1100 ,Qdot® Excitation ,40.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,505 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"435nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-349,$260,25.00 +0.00/-0.10,435 ,48.00 ,>93 ,250 - 1100 ,Qdot® Excitation ,40.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,505 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"435nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-360,$675,50.00 +0.00/-0.10,435 ,48.00 ,>93 ,250 - 1100 ,Qdot® Excitation ,40.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,505 - 850 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"438nm CWL, 12.5mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-012,$195,12.50 +0.00/-0.10,438 ,28.00 ,93.00 ,250 - 1100 ,CFP Excitation ,24.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 415 & 460 - 600 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"438nm CWL, 25mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-026,$260,25.00 +0.00/-0.10,438 ,28.00 ,93.00 ,250 - 1100 ,CFP Excitation ,24.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 415 & 460 - 600 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"438nm CWL, 50mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-040,$675,50.00 +0.00/-0.10,438 ,28.00 ,93.00 ,250 - 1100 ,CFP Excitation ,24.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 415 & 460 - 600 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"440nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-339,$195,12.50 +0.00/-0.10,440 ,46.00 ,>93 ,250 - 1100 ,Sirius Emission ,40.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,381.5 - 392.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"440nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-350,$260,25.00 +0.00/-0.10,440 ,46.00 ,>93 ,250 - 1100 ,Sirius Emission ,40.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,381.5 - 392.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"440nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-361,$675,50.00 +0.00/-0.10,440 ,46.00 ,>93 ,250 - 1100 ,Sirius Emission ,40.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,381.5 - 392.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"447nm CWL, 12.5mm Dia, 60nm Bandwidth, OD 6 Fluorescence Filter",84-079,$195,12.50 +0.00/-0.10,447 ,65.00 ,93.00 ,250 - 1100 ,DAPI Emission / BFP & GFP Emission ,60.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,490 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"447nm CWL, 25mm Dia, 60nm Bandwidth, OD 6 Fluorescence Filter",84-095,$260,25.00 +0.00/-0.10,447 ,65.00 ,93.00 ,250 - 1100 ,DAPI Emission / BFP & GFP Emission ,60.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,490 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"447nm CWL, 50mm Dia, 60nm Bandwidth, OD 6 Fluorescence Filter",84-111,$675,50.00 +0.00/-0.10,447 ,65.00 ,93.00 ,250 - 1100 ,DAPI Emission / BFP & GFP Emission ,60.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,490 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"448nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",86-975,$195,12.50 +0.00/-0.10,448 ,25.00 ,93.00 ,250 - 1100 ,442nm Laser Excitation ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 423 & 471 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"448nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",86-983,$260,25.00 +0.00/-0.10,448 ,25.00 ,93.00 ,250 - 1100 ,442nm Laser Excitation ,20.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 423 & 471 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"448nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",86-991,$675,50.00 +0.00/-0.10,448 ,25.00 ,93.00 ,250 - 1100 ,442nm Laser Excitation ,20.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 423 & 471 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"452nm CWL, 12.5mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-340,$195,12.50 +0.00/-0.10,452 ,51.00 ,>93 ,250 - 1100 ,DiA Excitation ,45.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,370 - 410 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"452nm CWL, 25mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-351,$260,25.00 +0.00/-0.10,452 ,51.00 ,>93 ,250 - 1100 ,DiA Excitation ,45.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,370 - 410 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"452nm CWL, 50mm Dia, 45nm Bandwidth, OD 6 Fluorescence Filter",86-362,$675,50.00 +0.00/-0.10,452 ,51.00 ,>93 ,250 - 1100 ,DiA Excitation ,45.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,370 - 410 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"466nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-341,$195,12.50 +0.00/-0.10,466 ,45.00 ,>93 ,250 - 1100 ,GFP Excitation ,40.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,500 - 550 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"466nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-352,$260,25.00 +0.00/-0.10,466 ,45.00 ,>93 ,250 - 1100 ,GFP Excitation ,40.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,500 - 550 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"466nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",86-363,$675,50.00 +0.00/-0.10,466 ,45.00 ,>93 ,250 - 1100 ,GFP Excitation ,40.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,500 - 550 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"472nm CWL, 12.5mm Dia, 30nm Bandwidth, OD 6 Fluorescence Filter",67-013,$195,12.50 +0.00/-0.10,472 ,35.00 ,93.00 ,250 - 1100 ,GFP Excitation ,30.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 442 & 498 - 640 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"472nm CWL, 25mm Dia, 30nm Bandwidth, OD 6 Fluorescence Filter",67-027,$260,25.00 +0.00/-0.10,472 ,35.00 ,93.00 ,250 - 1100 ,GFP Excitation ,30.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 442 & 498 - 640 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"472nm CWL, 50mm Dia, 30nm Bandwidth, OD 6 Fluorescence Filter",67-041,$675,50.00 +0.00/-0.10,472 ,35.00 ,93.00 ,250 - 1100 ,GFP Excitation ,30.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 442 & 498 - 640 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"475nm CWL, 12.5mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-342,$195,12.50 +0.00/-0.10,475 ,56.00 ,>93 ,250 - 1100 ,FITC Excitation ,50.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,515.5 - 565.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"475nm CWL, 25mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-353,$260,25.00 +0.00/-0.10,475 ,56.00 ,>93 ,250 - 1100 ,FITC Excitation ,50.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,515.5 - 565.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"475nm CWL, 50mm Dia, 50nm Bandwidth, OD 6 Fluorescence Filter",86-364,$675,50.00 +0.00/-0.10,475 ,56.00 ,>93 ,250 - 1100 ,FITC Excitation ,50.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,515.5 - 565.5 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"483nm CWL, 12.5mm Dia, 31nm Bandwidth, OD 6 Fluorescence Filter",67-014,$195,12.50 +0.00/-0.10,482.5 ,36.00 ,93.00 ,250 - 1100 ,FITC Excitation / CFP Emission ,31.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 455 & 510 - 660 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"483nm CWL, 25mm Dia, 31nm Bandwidth, OD 6 Fluorescence Filter",67-028,$260,25.00 +0.00/-0.10,482.5 ,36.00 ,93.00 ,250 - 1100 ,FITC Excitation / CFP Emission ,31.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 455 & 510 - 660 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"483nm CWL, 50mm Dia, 31nm Bandwidth, OD 6 Fluorescence Filter",67-042,$675,50.00 +0.00/-0.10,482.5 ,36.00 ,93.00 ,250 - 1100 ,FITC Excitation / CFP Emission ,31.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 455 & 510 - 660 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"494nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-080,$195,12.50 +0.00/-0.10,494 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Excitation ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 473 & 518 - 680 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"494nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-096,$260,25.00 +0.00/-0.10,494 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Excitation ,20.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 473 & 518 - 680 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"494nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",84-112,$675,50.00 +0.00/-0.10,494 ,25.00 ,93.00 ,250 - 1100 ,SpectrumGreen™ Excitation ,20.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 473 & 518 - 680 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"500nm CWL, 12.5mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-015,$195,12.50 +0.00/-0.10,500 ,29.00 ,93.00 ,250 - 1100 ,YFP Excitation ,24.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 473 & 525 - 670 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"500nm CWL, 25mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-029,$260,25.00 +0.00/-0.10,500 ,29.00 ,93.00 ,250 - 1100 ,YFP Excitation ,24.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 473 & 525 - 670 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"500nm CWL, 50mm Dia, 24nm Bandwidth, OD 6 Fluorescence Filter",67-043,$675,50.00 +0.00/-0.10,500 ,29.00 ,93.00 ,250 - 1100 ,YFP Excitation ,24.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,250 - 473 & 525 - 670 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",87-734,$195,12.50 +0.00/-0.10,510 ,25.00 ,93.00 ,250 - 1100 ,Cy2 Emission / Cy3 Excitation ,20.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 490 & 531 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",87-748,$260,25.00 +0.00/-0.10,510 ,25.00 ,93.00 ,250 - 1100 ,Cy2 Emission / Cy3 Excitation ,20.00 ,?6.0 ,22.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 490 & 531 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",87-762,$675,50.00 +0.00/-0.10,510 ,25.00 ,93.00 ,250 - 1100 ,Cy2 Emission / Cy3 Excitation ,20.00 ,?6.0 ,45.00 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 490 & 531 - 800 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 12.5mm Dia, 84nm Bandwidth, OD 6 Fluorescence Filter",84-081,$195,12.50 +0.00/-0.10,510 ,89.00 ,93.00 ,250 - 1100 ,FURA2 Emission ,84.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 450 & 570 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 25mm Dia, 84nm Bandwidth, OD 6 Fluorescence Filter",84-097,$260,25.00 +0.00/-0.10,510 ,89.00 ,93.00 ,250 - 1100 ,FURA2 Emission ,84.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 450 & 570 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"510nm CWL, 50mm Dia, 84nm Bandwidth, OD 6 Fluorescence Filter",84-113,$675,50.00 +0.00/-0.10,510 ,89.00 ,93.00 ,250 - 1100 ,FURA2 Emission ,84.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,,300 - 450 & 570 - 1000 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"512nm CWL, 12.5mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",33-323,$195,12.50 +0.00/-0.10,512 ,30.00 ,93.00 ,250 - 1100 ,Fluorescein Emission ,25.00 ,?6.0 ,8.8 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,950 - 1000 (>OD 4 avg) ,300 - 480 & 540 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"512nm CWL, 25mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",33-324,$260,25.00 +0.00/-0.10,512 ,30.00 ,93.00 ,250 - 1100 ,Fluorescein Emission ,25.00 ,?6.0 ,22.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,950 - 1000 (>OD 4 avg) ,300 - 480 & 540 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
"512nm CWL, 50mm Dia, 25nm Bandwidth, OD 6 Fluorescence Filter",33-325,$675,50.00 +0.00/-0.10,512 ,30.00 ,93.00 ,250 - 1100 ,Fluorescein Emission ,25.00 ,?6.0 ,45.0 ,60-40 ,0.00 ,±5.0 ,Hard Coated ,EO ,3.5 ,950 - 1000 (>OD 4 avg) ,300 - 480 & 540 - 950 ,UV Grade Fused Silica ,±0.1 ,?/4 ,Bandpass Filter 
